Wall time,Step,Value
1615756284.4157474,1270,-16.005109786987305
1615756320.3341851,3643,-15.312189102172852
1615756340.0668073,4932,-14.037552833557129
1615756374.3749416,7463,-8.59969711303711
1615756378.3792276,7831,-8.853480339050293
1615756382.7530544,8309,-9.064318656921387
1615756398.341699,9579,-9.033185958862305
1615756404.9377785,9956,-9.291993141174316
1615756427.7205372,11781,-8.167808532714844
1615756429.346857,11913,-7.382751941680908
1615756462.1040733,14726,-7.564702033996582
1615756477.7241414,16089,-7.880609035491943
1615756482.3317628,16420,-7.287613868713379
1615756516.18329,19246,-5.095884799957275
1615756540.6469228,21147,-6.200063228607178
1615756549.8793325,21860,-4.495737552642822
1615756557.7915807,22505,-4.382493495941162
1615756562.2409143,22828,-4.54339075088501
1615756572.0094607,23680,-4.5410990715026855
1615756584.013139,24816,-4.56204891204834
1615756593.6387002,25554,-4.041585445404053
1615756598.335152,25992,-4.019134044647217
1615756601.370498,26243,-3.9094507694244385
1615756609.9843771,26750,-3.706160068511963
1615756623.081125,28013,-2.661083698272705
1615756638.0788062,29087,-2.6865930557250977
1615756643.426108,29508,-2.7291646003723145
1615756659.2542508,30897,-2.286850690841675
1615756667.7933645,31673,-2.326826333999634
1615756675.7970545,32154,-1.2433874607086182
1615756703.764861,34605,-1.3590476512908936
1615756717.765235,35762,-1.6115381717681885
1615756728.9386356,36568,-1.1063340902328491
1615756742.5088108,37754,-0.8882666230201721
1615756753.9185681,38516,-1.4648703336715698
1615756756.896086,38718,-1.1349436044692993
1615756790.876278,41562,-1.499395489692688
1615756795.693651,42094,-1.851425051689148
1615756808.464081,42975,-1.2419075965881348
1615756812.791129,43329,-1.206709384918213
1615756816.8277419,43732,-1.5905953645706177
1615756828.0325649,44568,-0.7737663388252258
1615756852.064745,46703,-1.4501049518585205
1615756872.3456078,48144,-1.9775773286819458
1615756886.9539864,49537,-1.7378661632537842
1615756916.3740587,51799,-0.148354634642601
1615756923.6835144,52247,-0.04117080941796303
1615756936.0470269,53221,0.996684193611145
1615757014.6008244,59119,4.918781757354736
1615757015.9181266,59206,5.256124019622803
1615757049.8258727,61721,5.775259017944336
1615757055.6917326,62031,5.628177165985107
1615757056.6701238,62282,5.686531066894531
1615757064.0294123,62810,5.722158908843994
1615757089.549123,64472,5.407563209533691
1615757097.4887843,65182,5.526646614074707
1615757100.9360409,65302,5.507817268371582
1615757123.4621432,66820,4.18790864944458
1615757155.7644482,69136,4.540646553039551
1615757158.5283537,69265,4.421718120574951
1615757197.7203162,71805,3.3674511909484863
1615757200.2673357,71945,2.649954080581665
1615757208.9959443,72698,2.0163631439208984
1615757226.506121,73754,2.4620420932769775
1615757245.63072,74858,2.0949599742889404
1615757250.6221685,75147,2.2401461601257324
1615757260.383738,75551,2.6502416133880615
1615757284.9370964,76854,2.9486119747161865
1615757299.6462514,77578,2.5417656898498535
1615757327.5777638,79045,2.984524726867676
1615757338.0998697,79725,2.688204288482666
1615757350.9527833,80479,3.59883713722229
1615757361.880936,80831,3.9334218502044678
1615757371.8682683,81566,4.071719646453857
1615757377.981027,81881,4.1223649978637695
1615757393.5860593,82576,3.052236318588257
1615757396.1680284,82827,2.8075742721557617
1615757417.6927917,83730,3.4435906410217285
1615757431.9349847,84586,4.122190475463867
1615757472.6179423,86568,5.278276443481445
1615757479.2421234,87070,4.8880486488342285
1615757517.912457,89027,4.684070587158203
1615757538.5318537,89853,4.603705406188965
1615757539.1965926,89987,4.593132972717285
1615757543.9392555,90337,4.703169822692871
1615757556.1058915,90868,4.6575822830200195
1615757561.6697798,91119,5.20551872253418
1615757598.414066,92883,5.300156593322754
1615757601.0951326,92983,5.495980739593506
1615757608.296883,93422,5.886455535888672
1615757621.529513,94115,6.356167316436768
1615757640.8526611,94764,6.7962422370910645
1615757657.7021146,95448,6.303541660308838
1615757670.232652,95921,6.488986492156982
1615757686.3759255,96684,6.386808395385742
1615757762.0603652,100568,5.269956111907959
1615757778.063979,101279,5.443340301513672
1615757794.3559504,101899,5.445667266845703
1615757795.6433094,102058,5.513192176818848
1615757811.5589397,102648,6.570477485656738
1615757833.6978557,103714,6.345045566558838
1615757846.5509884,104344,6.627912521362305
1615757853.6770246,104688,7.223305702209473
1615757870.001702,105651,6.790290355682373
1615757881.0600193,106063,6.6711249351501465
1615757908.439226,107508,6.145272731781006
1615757924.5152538,108349,5.680659770965576
1615757929.5301008,108493,5.568268775939941
1615757932.5436852,108744,5.363382339477539
1615757942.1062086,109076,4.986873149871826
1615757944.2533507,109108,4.564391613006592
1615757965.2264173,110215,5.092339992523193
1615757977.51872,110871,5.644463062286377
1615757984.7171767,111212,5.761787414550781
1615757998.1286182,111939,5.869930267333984
1615758003.310671,112167,5.668701648712158
1615758007.8618119,112270,5.661742687225342
1615758016.3822134,112825,6.448953151702881
1615758029.1417747,113449,6.7347822189331055
1615758044.671329,114040,6.459904193878174
1615758046.495974,114291,6.2156195640563965
1615758051.4990537,114390,5.879166126251221
1615758130.3957996,118387,5.6172285079956055
1615758144.9076483,119092,6.061060905456543
1615758285.2190304,125470,5.189485549926758
1615758310.223736,126435,6.03701114654541
1615758324.8586135,126735,5.7043938636779785
1615758353.2307599,127792,5.515986919403076
1615758387.896401,128862,5.988432884216309
1615758413.2588708,129952,5.757376670837402
1615758430.9314404,130412,5.782731056213379
1615758454.9480817,131600,6.939955711364746
1615758465.0824244,132102,7.0397443771362305
1615758487.7267566,133024,7.069479942321777
1615758497.7293055,133442,6.938323974609375
1615758540.5829978,135035,7.076313018798828
1615758548.5745442,135091,6.902996063232422
1615758581.0479672,136459,5.964951038360596
1615758594.7448564,136736,5.896940231323242
1615758641.2552874,138253,6.896012306213379
1615758659.6420512,138866,6.944234371185303
1615758682.8202524,139521,6.772772312164307
1615758723.9082997,140888,6.936265468597412
1615758728.6797304,140965,6.895503520965576
1615758760.107353,141987,7.7886457443237305
1615758765.0643003,142178,7.736708164215088
1615758787.8872147,142985,7.236079692840576
1615758859.955977,145065,6.5681962966918945
1615758888.7973714,146028,6.396189212799072
1615758900.5365932,146526,5.986801624298096
1615758934.8217428,148033,4.501565456390381
1615758944.6754265,148632,4.533906936645508
1615758970.737209,149843,5.042952537536621
1615759014.590254,151867,5.390455722808838
1615759042.3567362,153177,6.066713809967041
1615759083.0795827,154849,6.128352642059326
1615759110.752307,156236,5.505922794342041
1615759118.2823915,156701,5.332267761230469
1615759126.3949018,156974,5.354989528656006
1615759144.2287276,157485,5.115993976593018
1615759152.685412,157821,4.9087653160095215
1615759154.8140001,157964,4.740873336791992
1615759167.741349,158708,5.433940887451172
1615759173.0959697,158924,5.247044086456299
1615759203.1370225,160132,6.0353522300720215
1615759227.527331,161476,6.376613616943359
1615759249.0048604,162301,5.718513011932373
1615759250.5935388,162382,6.124673843383789
1615759277.3594582,163774,6.694055557250977
1615759296.551149,164485,6.306800842285156
1615759346.7865138,166969,5.7115349769592285
1615759409.1090274,169849,4.77949333190918
1615759414.5058482,170087,4.851783275604248
1615759432.08105,170916,4.917950630187988
1615759437.4866545,171167,4.922806262969971
1615759442.9135826,171418,5.001068592071533
1615759502.401095,173884,5.08721399307251
1615759537.1678212,175553,4.337688446044922
1615759541.0625842,175589,4.33048152923584
1615759557.9408076,176407,4.569880485534668
1615759562.6575735,176790,4.77723503112793
1615759581.0395548,177636,4.570415019989014
1615759669.3919237,181709,4.651742458343506
1615759676.1195164,182020,4.255790710449219
1615759710.3036964,183450,5.337921619415283
1615759739.6016026,184739,4.888587951660156
1615759745.3168664,185058,4.6554412841796875
1615759749.4667854,185290,5.0011796951293945
1615759808.9723845,187937,5.25618839263916
1615759824.3607757,188633,6.029821872711182
1615759836.961102,189255,6.980859279632568
1615759849.3860123,189806,6.6487321853637695
1615759875.8719153,191152,8.30093765258789
1615759897.5252316,191993,8.421256065368652
1615759906.2288482,192397,8.479618072509766
1615759931.2923105,193738,8.048569679260254
1615759938.5080755,194080,8.307380676269531
1615759954.5619433,194824,8.255441665649414
1615759966.2420716,195170,8.348243713378906
1615759967.291717,195199,8.296783447265625
